mes_sol;año_sol;desc_cnae;empresa_municipio;localidades_centro_trab;desc_sector;total_trab_sus;trab_hombres_sus;trab_mujeres_sus
11;2024;Instalaciones eléctricas;Paiporta;Paiporta;CONSTRUCIÓN;6;5;1
11;2024;Otra educación n.c.o.p.;Algemesí;Algemesí;SERVICIOS;5;2;3
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;2;0;2
11;2024;Comercio al por menor de libros en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;2;1;1
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;2;0;2
11;2024;Reparación de maquinaria;Beniparrell;Beniparrell;INDUSTRIA;3;2;1
11;2024;Restaurantes y puestos de comidas;Valencia;Paterna;SERVICIOS;10;7;3
11;2024;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y comida en establecim. especializados;Mislata;Mislata;SERVICIOS;1;0;1
11;2024;Comercio al por menor de bebidas en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;SERVICIOS;2;1;1
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;6;0;6
11;2024;Transporte de mercancías por carretera;Paiporta;Paiporta;SERVICIOS;7;6;1
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;2;1;1
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alfafar;"Alfafar; Sedaví";SERVICIOS;2;0;2
11;2024;Transporte marítimo de pasajeros;Valencia;Valencia;SERVICIOS;4;0;0
11;2024;Mantenimiento y reparación de vehículos de motor;Benetússer;Benetússer;SERVICIOS;1;1;0
11;2024;Otros servicios de comidas;Massanassa;Massanassa;SERVICIOS;7;3;4
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Beniparrell;"Beniparrell; Catarroja";SERVICIOS;16;7;9
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;5;5;0
11;2024;Otra educación n.c.o.p.;Benetússer;Valencia;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Torrent;Torrent;SERVICIOS;3;3;0
11;2024;Restaurantes y puestos de comidas;Torrent;Torrent;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;30;12;18
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Sollana;Sollana;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Fabricación de muebles de cocina;Cuart de Poblet;Quart De Poblet;INDUSTRIA;2;2;0
11;2024;Otras actividades de impresión y artes gráficas;Benetússer;Benetússer;INDUSTRIA;4;2;2
11;2024;Establecimientos de bebidas;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Fabricación de carrocerías para vehículos de motor, fabricación de remolques y semirremolques;Albal;Albal;INDUSTRIA;4;4;0
11;2024;Transporte de mercancías por carretera;Beniparrell;Beniparrell;SERVICIOS;5;4;1
11;2024;Comercio al por menor de textiles en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;7;0;7
11;2024;Restaurantes y puestos de comidas;Alfafar;Alfafar;SERVICIOS;3;0;3
11;2024;Mantenimiento y reparación de vehículos de motor;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Cullera;Picassent;SERVICIOS;2;0;2
11;2024;Mantenimiento y reparación de vehículos de motor;Picanya;Picanya;SERVICIOS;3;2;1
11;2024;Otras actividades de impresión y artes gráficas;Massanassa;Massanassa;INDUSTRIA;3;3;0
11;2024;Restaurantes y puestos de comidas;Valencia;Aldaya;SERVICIOS;9;3;6
11;2024;Construcción de edificios no residenciales;Chiva;Chiva;CONSTRUCIÓN;2;2;0
11;2024;Otras actividades anexas al transporte;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;19;18;1
11;2024;Transporte de mercancías por carretera;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;Alboraya;Alboraya;SERVICIOS;6;0;6
11;2024;Comercio al por mayor no especializado;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;6;5;1
11;2024;Peluquería y otros tratamientos de belleza;Picanya;Picanya;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de otra maquinaria y equipo;Catarroja;Catarroja;SERVICIOS;1;1;0
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Valencia;Valencia;SERVICIOS;2;0;2
11;2024;Comercio al por mayor de chatarra y productos de desecho;Beniparrell;Beniparrell;SERVICIOS;7;7;0
11;2024;Agentes de la propiedad inmobiliaria;Beniparrell;Beniparrell;SERVICIOS;2;2;0
11;2024;Establecimientos de bebidas;Benetússer;Benetússer;SERVICIOS;2;0;2
11;2024;Comercio al por mayor de máquinas herramienta;Beniparrell;Beniparrell;SERVICIOS;40;35;5
11;2024;Alquiler de cintas de vídeo y discos;Silla;Silla;SERVICIOS;6;5;1
11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Algemesí;Algemesí;SERVICIOS;2;0;2
11;2024;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Chiva;Chiva;SERVICIOS;1;0;1
11;2024;Otro comercio al por menor de productos alimenticios en establecimientos especializados;Pedro Muñoz;Valencia;SERVICIOS;1;0;1
11;2024;Fabricación de pan y de productos frescos de panadería y pastelería;Picanya;Picanya;INDUSTRIA;5;0;5
11;2024;Gestión de instalaciones deportivas;Alfafar;Alfafar;SERVICIOS;10;3;7
11;2024;Actividades anexas al transporte terrestre;Benetússer;Benetússer;SERVICIOS;1;1;0
11;2024;Depósito y almacenamiento;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;34;28;6
11;2024;Transporte de mercancías por carretera;Paiporta;Paiporta;SERVICIOS;2;2;0
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Valencia;Valencia;SERVICIOS;5;2;3
11;2024;Actividades de cuidado diurno de niños;Sedaví;Sedaví;SERVICIOS;8;0;8
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Gandía;Algemesí;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Utiel;Utiel;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Mislata;Mislata;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;4;1;3
11;2024;Actividades odontológicas;Sedaví;"Alcúdia (L'); Sedaví";SERVICIOS;8;1;7
11;2024;Otras actividades asociativas n.c.o.p.;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Otro acabado de edificios;Valencia;Valencia;CONSTRUCIÓN;3;3;0
11;2024;Peluquería y otros tratamientos de belleza;Paiporta;Paiporta;SERVICIOS;3;0;3
11;2024;Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos;Madrid;Aldaya;SERVICIOS;22;5;17
11;2024;Restaurantes y puestos de comidas;Manises;Massanassa;SERVICIOS;42;21;21
11;2024;Comercio al por menor de bebidas en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;3;1;2
11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Massanassa;Massanassa;SERVICIOS;4;0;4
11;2024;Otra educación n.c.o.p.;Alginet;Alginet;SERVICIOS;1;0;1
11;2024;Actividades de las escuelas de conducción y pilotaje;Paiporta;Paiporta;SERVICIOS;5;3;2
11;2024;Otros servicios de comidas;Catarroja;Valencia;SERVICIOS;2;1;1
11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;9;8;1
11;2024;Fabricación de herramientas;Rafelbunyol;Rafelbunyol;INDUSTRIA;1;1;0
11;2024;Fabricación de otros muebles;Silla;Silla;INDUSTRIA;7;0;0
11;2024;Restaurantes y puestos de comidas;Alginet;Alginet;SERVICIOS;2;0;2
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;2;1;1
11;2024;Otras actividades de impresión y artes gráficas;Paiporta;Paiporta;INDUSTRIA;16;13;3
11;2024;Fabricación de otros muebles;Llombai;Llombai;INDUSTRIA;2;0;0
11;2024;Fabricación de instrumentos y suministros médicos y odontológicos;Benetússer;Benetússer;INDUSTRIA;5;1;4
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;9;5;4
11;2024;Restaurantes y puestos de comidas;Alcúdia, l';Alcúdia (L');SERVICIOS;4;0;4
11;2024;Establecimientos de bebidas;Albal;Albal;SERVICIOS;3;0;3
11;2024;Intermediarios del comercio de productos alimenticios, bebidas y tabaco;Guadassuar;Guadassuar;SERVICIOS;5;1;4
11;2024;Construcción de edificios residenciales;Alfafar;Alfafar;CONSTRUCIÓN;3;3;0
11;2024;Comercio al por mayor de azúcar, chocolate y confitería;Vinalesa;Valencia;SERVICIOS;16;3;13
11;2024;Transporte de mercancías por carretera;Pobla de Vallbona, la;Pobla De Vallbona (La);SERVICIOS;2;2;0
11;2024;Fabricación de maquinaria para la industria metalúrgica;Massanassa;Massanassa;INDUSTRIA;4;3;1
11;2024;Fabricación de otros muebles;Catarroja;Catarroja;INDUSTRIA;15;14;1
11;2024;Captación, depuración y distribución de agua;Girona;Torrent;INDUSTRIA;3;3;0
11;2024;Transporte de mercancías por carretera;Valencia;Valencia;SERVICIOS;2;2;0
11;2024;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Paiporta;Paiporta;SERVICIOS;2;1;1
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;4;2;2
11;2024;Otros servicios personales n.c.o.p.;Chirivella;Chirivella;SERVICIOS;7;6;1
11;2024;Mantenimiento y reparación de vehículos de motor;Benetússer;Benetússer;SERVICIOS;3;2;1
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;2;1;1
11;2024;Confección de otras prendas de vestir exteriores;Torrent;Torrent;INDUSTRIA;27;8;19
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;3;2;1
11;2024;Otros servicios de comidas;Torrent;Alfafar;SERVICIOS;1;0;1
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Otra educación n.c.o.p.;Benetússer;Benetússer;SERVICIOS;10;4;6
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Madrid;Quart De Poblet;SERVICIOS;10;3;7
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Transporte aéreo de mercancías;Aldaya;Aldaya;SERVICIOS;5;5;0
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;5;2;3
11;2024;Actividades odontológicas;Torrent;Paiporta;SERVICIOS;2;0;2
11;2024;Construcción de embarcaciones de recreo y deporte;Beniparrell;Beniparrell;INDUSTRIA;4;3;1
11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Almussafes;Almussafes;SERVICIOS;39;14;25
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Transporte aéreo de mercancías;Chirivella;Chirivella;SERVICIOS;1;1;0
11;2024;Otras actividades recreativas y de entretenimiento;Barcelona;Alfafar;SERVICIOS;6;4;2
11;2024;Servicios integrales a edificios e instalaciones;Valencia;Valencia;SERVICIOS;16;10;6
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;0;0;0
11;2024;Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos;Valencia;Alfafar;SERVICIOS;0;0;0
11;2024;Comercio al por mayor de otros artículos de uso doméstico;Alfafar;Alfafar;SERVICIOS;11;2;9
11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Algemesí;Algemesí;SERVICIOS;6;3;3
11;2024;Transporte de mercancías por carretera;Cheste;Cheste;SERVICIOS;2;2;0
11;2024;Otra educación n.c.o.p.;Picanya;Picanya;SERVICIOS;1;0;1
11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Valencia;"Alcàsser; Aldaya";SERVICIOS;4;0;4
11;2024;Construcción de cubiertas;Manises;Manises;CONSTRUCIÓN;1;1;0
11;2024;Instalaciones eléctricas;Beniparrell;Beniparrell;CONSTRUCIÓN;26;23;3
11;2024;Establecimientos de bebidas;Albal;Albal;SERVICIOS;1;0;1
11;2024;Actividades de las escuelas de conducción y pilotaje;Albal;Albal;SERVICIOS;4;1;3
11;2024;Venta de automóviles y vehículos de motor ligeros;Catarroja;Catarroja;SERVICIOS;4;4;0
11;2024;Mantenimiento y reparación de vehículos de motor;Aldaya;Aldaya;SERVICIOS;2;1;1
11;2024;Restaurantes y puestos de comidas;Chiva;Chiva;SERVICIOS;14;6;8
11;2024;Alquiler de bienes inmobiliarios por cuenta propia;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Transporte aéreo de mercancías;Náquera;Náquera;SERVICIOS;0;0;0
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;2;2;0
11;2024;Establecimientos de bebidas;Catarroja;Valencia;SERVICIOS;1;1;0
11;2024;Educación deportiva y recreativa;Valencia;Aldaya;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;2;2;0
11;2024;Fabricación de otros productos de plástico;Paiporta;Paiporta;INDUSTRIA;3;3;0
11;2024;Investigación y desarrollo experimental en ciencias sociales y humanidades;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Valencia;Alfafar;SERVICIOS;9;5;4
11;2024;Instalación de carpintería;Albal;Albal;CONSTRUCIÓN;3;2;1
11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;SERVICIOS;23;11;12
11;2024;Fabricación de pan y de productos frescos de panadería y pastelería;Benetússer;Benetússer;INDUSTRIA;14;5;9
11;2024;Restaurantes y puestos de comidas;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;8;2;6
11;2024;Venta de automóviles y vehículos de motor ligeros;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Valencia;"Aldaya; Alfafar; Sedaví";SERVICIOS;0;0;0
11;2024;Confección de otras prendas de vestir exteriores;Picassent;Picassent;INDUSTRIA;1;0;1
11;2024;Fabricación de otro material y equipo eléctrico;Benetússer;Benetússer;INDUSTRIA;1;1;0
11;2024;Otras actividades de telecomunicaciones;Valencia;Torrent;SERVICIOS;2;1;1
11;2024;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;Catarroja;Catarroja;SERVICIOS;34;22;12
11;2024;Otras actividades de impresión y artes gráficas;Paiporta;Paiporta;INDUSTRIA;10;9;1
11;2024;Actividades veterinarias;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alfafar;"Alfafar; Catarroja";SERVICIOS;7;1;6
11;2024;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;2;0;2
11;2024;Otras instalaciones en obras de construcción;Algemesí;Algemesí;CONSTRUCIÓN;1;1;0
11;2024;Otras actividades de consultoría de gestión empresarial;Algemesí;Algemesí;SERVICIOS;4;1;3
11;2024;Comercio al por mayor de máquinas herramienta;Albal;Albal;SERVICIOS;4;3;1
11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;3;0;3
11;2024;Instalación de carpintería;Algemesí;Algemesí;CONSTRUCIÓN;3;3;0
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Valencia;Catarroja;SERVICIOS;1;0;1
11;2024;Intermediarios del comercio de productos diversos;Beniparrell;Beniparrell;SERVICIOS;2;0;2
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Gandía;Alfafar;SERVICIOS;4;2;2
11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Alboraya;"Catarroja; Paiporta";SERVICIOS;13;2;11
11;2024;Fundición de otros metales no férreos;Valencia;Albal;INDUSTRIA;21;18;3
11;2024;Actividades de las empresas de trabajo temporal;Valencia;Valencia;SERVICIOS;0;0;0
11;2024;Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados;Picanya;Picanya;SERVICIOS;2;2;0
11;2024;Mantenimiento y reparación de vehículos de motor;Albal;Albal;SERVICIOS;1;1;0
11;2024;Fabricación de placas, hojas, tubos y perfiles de plástico;Albal;Albal;INDUSTRIA;189;153;36
11;2024;Otros servicios de comidas;Puig de Santa Maria, el;Picanya;SERVICIOS;3;0;3
11;2024;Restaurantes y puestos de comidas;Rocafort;Alfafar;SERVICIOS;12;6;6
11;2024;Separación y clasificación de materiales;Paiporta;Paiporta;INDUSTRIA;2;2;0
11;2024;Agencias de publicidad;Torrent;Torrent;SERVICIOS;1;0;1
11;2024;Instalaciones eléctricas;Ribarroja del Turia;Riba-Roja De Túria;CONSTRUCIÓN;2;1;1
11;2024;Gestión y administración de la propiedad inmobiliaria;Burjasot;Massanassa;SERVICIOS;4;1;3
11;2024;Actividades odontológicas;Aldaya;Aldaya;SERVICIOS;5;0;5
11;2024;Otras actividades anexas al transporte;Alfafar;Alfafar;SERVICIOS;4;4;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;5;3;2
11;2024;Instalaciones eléctricas;Paterna;Bétera;CONSTRUCIÓN;4;3;1
11;2024;Establecimientos de bebidas;Valencia;Valencia;SERVICIOS;39;12;27
11;2024;Impresión de periódicos;Ribarroja del Turia;Riba-Roja De Túria;INDUSTRIA;2;2;0
11;2024;Otras instalaciones en obras de construcción;Valencia;"Algemesí; Chiva";CONSTRUCIÓN;4;4;0
11;2024;Establecimientos de bebidas;Chirivella;Chirivella;SERVICIOS;2;0;2
11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Catarroja;Catarroja;SERVICIOS;5;0;0
11;2024;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Catarroja;Catarroja;CONSTRUCIÓN;4;4;0
11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Algemesí;Algemesí;SERVICIOS;0;0;0
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Educación secundaria técnica y profesional;Algemesí;Algemesí;SERVICIOS;6;3;3
11;2024;Fabricación de escobas, brochas y cepillos;Valencia;Valencia;INDUSTRIA;3;2;1
11;2024;Otro comercio al por menor en establecimientos no especializados;Aldaya;Aldaya;SERVICIOS;4;2;2
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;1;1;0
11;2024;Actividades odontológicas;Algemesí;Algemesí;SERVICIOS;6;1;5
11;2024;Provisión de comidas preparadas para eventos;Paterna;Paiporta;SERVICIOS;1;1;0
11;2024;Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento;Beniparrell;Beniparrell;INDUSTRIA;8;4;4
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;3;0;3
11;2024;Intermediarios del comercio de productos diversos;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Instalaciones eléctricas;Castellón de la Plana;Valencia;CONSTRUCIÓN;5;5;0
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Catarroja;"Albal; Catarroja";SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Valencia;Valencia;SERVICIOS;2;0;2
11;2024;Educación secundaria técnica y profesional;Valencia;Valencia;SERVICIOS;4;2;2
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alcàsser;Sedaví;SERVICIOS;4;1;3
11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Eliana, l';Catarroja;SERVICIOS;1;0;1
11;2024;Transporte marítimo de pasajeros;Valencia;Valencia;SERVICIOS;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Torrent;Torrent;SERVICIOS;1;0;1
11;2024;Intermediarios del comercio especializados en la venta de otros productos específicos;Alfafar;Alfafar;SERVICIOS;1;0;1
11;2024;Otros servicios de comidas;Paiporta;Paiporta;SERVICIOS;5;1;4
11;2024;Actividades odontológicas;Catarroja;Catarroja;SERVICIOS;2;0;2
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Asistencia en establecimientos residenciales para discapacitados mentales y drogodependientes;Picanya;Picanya;SERVICIOS;13;3;10
11;2024;Limpieza general de edificios;Massanassa;Massanassa;SERVICIOS;5;1;4
11;2024;Restaurantes y puestos de comidas;Cuart de Poblet;Quart De Poblet;SERVICIOS;3;0;3
11;2024;Educación preprimaria;Catarroja;Catarroja;SERVICIOS;8;0;8
11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;2;1;1
11;2024;Restaurantes y puestos de comidas;Sedaví;Sedaví;SERVICIOS;8;3;5
11;2024;Comercio al por mayor de textiles;Madrid;Valencia;SERVICIOS;4;0;4
11;2024;Restaurantes y puestos de comidas;Picanya;Picanya;SERVICIOS;2;0;2
11;2024;Otro comercio al por menor en establecimientos no especializados;Benetússer;Benetússer;SERVICIOS;2;0;2
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Fabricación de otros muebles;Catarroja;Catarroja;INDUSTRIA;4;4;0
11;2024;Comercio al por mayor de artículos de relojería y joyería;Beniparrell;Beniparrell;SERVICIOS;3;1;2
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;8;3;5
11;2024;Otras actividades postales y de correos;Catarroja;Catarroja;SERVICIOS;1;1;0
11;2024;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;Jaraíz de la Vera;Valencia;SERVICIOS;6;0;6
11;2024;Actividades odontológicas;Paiporta;Paiporta;SERVICIOS;1;0;1
11;2024;Otro comercio al por menor en establecimientos no especializados;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Mantenimiento y reparación de vehículos de motor;Alcúdia, l';Alcúdia (L');SERVICIOS;3;3;0
11;2024;Actividades de cuidado diurno de niños;Benetússer;Benetússer;SERVICIOS;6;0;6
11;2024;Restaurantes y puestos de comidas;Guadassuar;Guadassuar;SERVICIOS;1;0;1
11;2024;Fabricación de otros muebles;Beniparrell;Beniparrell;INDUSTRIA;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Albal;Albal;SERVICIOS;3;0;3
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;6;2;4
11;2024;Actividades de cuidado diurno de niños;Paiporta;Valencia;SERVICIOS;1;0;1
11;2024;Construcción de puentes y túneles;Algemesí;Algemesí;CONSTRUCIÓN;4;4;0
11;2024;Pintura y acristalamiento;Alaquàs;Alaquàs;CONSTRUCIÓN;1;1;0
11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Algemesí;Algemesí;SERVICIOS;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Paiporta;Paiporta;SERVICIOS;0;0;0
11;2024;Establecimientos de bebidas;Albal;Albal;SERVICIOS;8;2;6
11;2024;Fabricación de carpintería metálica;Catarroja;Catarroja;INDUSTRIA;8;8;0
11;2024;Comercio al por mayor de ferretería, fontanería y calefacción;Chiva;Chiva;SERVICIOS;7;4;3
11;2024;Otro comercio al por menor en establecimientos no especializados;Alfafar;Alfafar;SERVICIOS;6;3;3
11;2024;Gestión y administración de la propiedad inmobiliaria;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de muebles, alfombras y aparatos de iluminación;Alfafar;Alfafar;SERVICIOS;4;2;2
11;2024;Educación deportiva y recreativa;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Instalación de máquinas y equipos industriales;Silla;Catarroja;INDUSTRIA;4;3;1
11;2024;Construcción de edificios residenciales;Valencia;Valencia;CONSTRUCIÓN;1;1;0
11;2024;Fabricación de pan y de productos frescos de panadería y pastelería;Sedaví;Sedaví;INDUSTRIA;8;4;4
11;2024;Transporte de mercancías por carretera;Paterna;Paterna;SERVICIOS;4;4;0
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Albal;Albal;SERVICIOS;1;0;1
11;2024;Otras actividades recreativas y de entretenimiento;Beniparrell;Beniparrell;SERVICIOS;3;0;3
11;2024;Comercio al por menor de textiles en establecimientos especializados;Madrid;Aldaya;SERVICIOS;11;0;11
11;2024;Instalación de carpintería;Torrent;Torrent;CONSTRUCIÓN;3;3;0
11;2024;Actividades de los gimnasios;Picanya;Picanya;SERVICIOS;4;2;2
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Torrent;Torrent;SERVICIOS;0;0;0
11;2024;Restaurantes y puestos de comidas;Siete Aguas;Siete Aguas;SERVICIOS;9;5;4
11;2024;Otra educación n.c.o.p.;Aldaya;Aldaya;SERVICIOS;5;2;3
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;SERVICIOS;16;8;8
11;2024;Reparación y mantenimiento naval;Valencia;Valencia;INDUSTRIA;1;0;1
11;2024;Educación preprimaria;Picanya;Picanya;SERVICIOS;3;0;3
11;2024;Comercio al por menor de repuestos y accesorios de vehículos de motor;Beniparrell;Beniparrell;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Mantenimiento y reparación de vehículos de motor;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Comercio al por menor de productos farmacéuticos en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;7;0;7
11;2024;Comercio al por mayor no especializado;Massanassa;Massanassa;SERVICIOS;1;1;0
