mes_sol;año_sol;desc_cnae;empresa_municipio;localidades_centro_trab;desc_sector;total_trab_sus;trab_hombres_sus;trab_mujeres_sus
11;2024;Actividades de jardinería;Benetússer;Benetússer;SERVICIOS;2;2;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;4;1;3
11;2024;Fabricación de otros muebles;Alcàsser;Alcàsser;INDUSTRIA;6;4;2
11;2024;Venta de automóviles y vehículos de motor ligeros;Alfafar;Alfafar;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Sedaví;Sedaví;SERVICIOS;7;4;3
11;2024;Alquiler de bienes inmobiliarios por cuenta propia;Albal;Albal;SERVICIOS;2;0;2
11;2024;Peluquería y otros tratamientos de belleza;Navalcarnero;Valencia;SERVICIOS;3;0;3
11;2024;Restaurantes y puestos de comidas;Madrid;Alfafar;SERVICIOS;28;11;17
11;2024;Promoción inmobiliaria;Catarroja;Catarroja;CONSTRUCIÓN;2;1;1
11;2024;Construcción de edificios residenciales;Algemesí;Algemesí;CONSTRUCIÓN;3;3;0
11;2024;Agentes de la propiedad inmobiliaria;Alfafar;Alfafar;SERVICIOS;2;0;2
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Alicante;Sedaví;SERVICIOS;9;4;5
11;2024;Mantenimiento y reparación de vehículos de motor;Sedaví;Sedaví;SERVICIOS;7;6;1
11;2024;Comercio al por mayor de otra maquinaria y equipo de oficina;Paiporta;Paiporta;SERVICIOS;1;1;0
11;2024;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Sedaví;Sedaví;CONSTRUCIÓN;17;16;1
11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;2;0;2
11;2024;Investigación y desarrollo experimental en biotecnología;Badalona;Manises;SERVICIOS;8;6;2
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;6;0;6
11;2024;Actividades anexas al transporte terrestre;Catarroja;Catarroja;SERVICIOS;5;4;1
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;1;0;1
11;2024;Actividades de los clubes deportivos;Algemesí;Algemesí;SERVICIOS;2;1;1
11;2024;Mantenimiento y reparación de vehículos de motor;Alcúdia, l';Alcúdia (L');SERVICIOS;3;2;1
11;2024;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;4;0;4
11;2024;Actividades de las agencias de cobros y de información comercial;Valencia;Sedaví;SERVICIOS;1;0;1
11;2024;Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero;Algemesí;Algemesí;SERVICIOS;4;0;4
11;2024;Limpieza general de edificios;Valencia;Valencia;SERVICIOS;0;0;0
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Pedralba;Pedralba;SERVICIOS;4;3;1
11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Catarroja;Catarroja;SERVICIOS;0;0;0
11;2024;Agentes de la propiedad inmobiliaria;Albal;Albal;SERVICIOS;1;0;1
11;2024;Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;2;0;2
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;2;0;2
11;2024;Educación cultural;Paiporta;Paiporta;SERVICIOS;1;1;0
11;2024;Fabricación de artículos confeccionados con textiles, excepto prendas de vestir;Agullent;Agullent;INDUSTRIA;0;0;0
11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Albal;Massanassa;SERVICIOS;2;2;0
11;2024;Construcción de edificios residenciales;Ribarroja del Turia;Polígono Industrial Sur;CONSTRUCIÓN;7;7;0
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.;Massanassa;Massanassa;SERVICIOS;3;3;0
11;2024;Organización de convenciones y ferias de muestras;Valencia;Chirivella;SERVICIOS;1;0;1
11;2024;Educación preprimaria;Paiporta;Paiporta;SERVICIOS;9;0;9
11;2024;Establecimientos de bebidas;Catarroja;Massanassa;SERVICIOS;9;5;4
11;2024;Mantenimiento y reparación de vehículos de motor;Sedaví;Sedaví;SERVICIOS;4;3;1
11;2024;Peluquería y otros tratamientos de belleza;Saguntoo;Aldaya;SERVICIOS;3;0;3
11;2024;Restaurantes y puestos de comidas;Algemesí;Algemesí;SERVICIOS;5;3;2
11;2024;Establecimientos de bebidas;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Servicios de preimpresión y preparación de soportes;Beniparrell;Beniparrell;INDUSTRIA;8;8;0
11;2024;Otras actividades sanitarias;Pedralba;Pedralba;SERVICIOS;3;0;3
11;2024;Confección de otras prendas de vestir exteriores;Torrent;Picanya;INDUSTRIA;13;10;3
11;2024;Alquiler de automóviles y vehículos de motor ligeros;Massanassa;Massanassa;SERVICIOS;2;1;1
11;2024;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Catarroja;Catarroja;CONSTRUCIÓN;1;1;0
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;2;1;1
11;2024;Otras actividades sanitarias;Paiporta;Paiporta;SERVICIOS;4;1;3
11;2024;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y comida en establecim. especializados;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Picanya;Sedaví;SERVICIOS;8;1;7
11;2024;Limpieza general de edificios;Valencia;Valencia;SERVICIOS;2;1;1
11;2024;Transporte por taxi;Burjasot;Burjasot;SERVICIOS;1;1;0
11;2024;Otro comercio al por menor en establecimientos no especializados;Ribarroja del Turia;Polígono Industrial Sur;SERVICIOS;1;1;0
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Valencia;Paiporta;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;3;1;2
11;2024;Otras actividades de construcción especializada n.c.o.p.;Paiporta;Paiporta;CONSTRUCIÓN;7;7;0
11;2024;Mantenimiento y reparación de vehículos de motor;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;3;1;2
11;2024;Fabricación de otros muebles;Beniparrell;Beniparrell;INDUSTRIA;66;51;15
11;2024;Instalación de carpintería;Catarroja;Catarroja;CONSTRUCIÓN;3;2;1
11;2024;Venta de automóviles y vehículos de motor ligeros;Paiporta;Paiporta;SERVICIOS;2;2;0
11;2024;Agentes de la propiedad inmobiliaria;Valencia;Paiporta;SERVICIOS;2;0;2
11;2024;Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados;Paiporta;Paiporta;SERVICIOS;2;1;1
11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Alcobendas;"Aldaya; Alfafar";SERVICIOS;22;4;18
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;9;6;3
11;2024;Fontanería, instalaciones de sistemas de calefacción y aire acondicionado;Alaquàs;Alaquàs;CONSTRUCIÓN;0;0;0
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Alfafar;Alfafar;SERVICIOS;1;1;0
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;Valencia;Valencia;SERVICIOS;23;20;3
11;2024;Limpieza general de edificios;Alicante;Valencia;SERVICIOS;0;0;0
11;2024;Transporte de mercancías por carretera;Sedaví;Sedaví;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Otros servicios de comidas;Aldaya;Aldaya;SERVICIOS;3;1;2
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones;Guadassuar;Guadassuar;SERVICIOS;2;2;0
11;2024;Servicios integrales a edificios e instalaciones;Cuart de Poblet;Quart De Poblet;SERVICIOS;9;1;8
11;2024;Transporte de pasajeros por vías navegables interiores;Valencia;Palmar (El);SERVICIOS;1;1;0
11;2024;Confección de otras prendas de vestir y accesorios;Catarroja;Catarroja;INDUSTRIA;5;0;5
11;2024;Comercio al por mayor de ferretería, fontanería y calefacción;Valencia;Valencia;SERVICIOS;6;4;2
11;2024;Restaurantes y puestos de comidas;Montserrat;Montserrat;SERVICIOS;6;0;6
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Confección de otras prendas de vestir exteriores;Silla;Silla;INDUSTRIA;1;0;1
11;2024;Restaurantes y puestos de comidas;Valencia;Palmar (El);SERVICIOS;15;6;9
11;2024;Limpieza general de edificios;Paterna;Sedaví;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Paiporta;Paiporta;SERVICIOS;5;5;0
11;2024;Venta de automóviles y vehículos de motor ligeros;Alfafar;Alfafar;SERVICIOS;2;1;1
11;2024;Comercio al por mayor de frutas y hortalizas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Sedaví;Sedaví;SERVICIOS;2;1;1
11;2024;Tratamiento y eliminación de residuos no peligrosos;Albal;Albal;INDUSTRIA;7;6;1
11;2024;Venta de automóviles y vehículos de motor ligeros;Benetússer;Benetússer;SERVICIOS;2;1;1
11;2024;Servicios integrales a edificios e instalaciones;Cuart de Poblet;Quart De Poblet;SERVICIOS;6;1;5
11;2024;Elaboración de platos y comidas preparados;Catarroja;Catarroja;INDUSTRIA;6;5;1
11;2024;Mantenimiento y reparación de vehículos de motor;Catarroja;Catarroja;SERVICIOS;15;13;2
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Otras actividades deportivas;Gandía;Alginet;SERVICIOS;5;1;4
11;2024;Fabricación de instrumentos musicales;Aldaya;Aldaya;INDUSTRIA;2;1;1
11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de pescados, mariscos y otros productos alimenticios;Godella;Godella;SERVICIOS;9;9;0
11;2024;Revestimiento de suelos y paredes;Paiporta;Paiporta;CONSTRUCIÓN;1;1;0
11;2024;Ingeniería mecánica por cuenta de terceros;Massanassa;Massanassa;INDUSTRIA;13;12;1
11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Alaquàs;Almussafes;SERVICIOS;14;6;8
11;2024;Transporte por taxi;Burjasot;Burjasot;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Actividades de jardinería;Valencia;Valencia;SERVICIOS;9;6;3
11;2024;Limpieza general de edificios;Cuart de Poblet;Paterna;SERVICIOS;1;0;1
11;2024;Otros servicios personales n.c.o.p.;Benetússer;Benetússer;SERVICIOS;2;0;2
11;2024;Fabricación de otros productos de plástico;Paiporta;Paiporta;INDUSTRIA;23;13;10
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Transporte de mercancías por carretera;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos;Córdoba;Catarroja;SERVICIOS;26;24;2
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Actividades de los clubes deportivos;Valencia;Algemesí;SERVICIOS;28;10;18
11;2024;Forja, estampación y embutición de metales, metalurgia de polvos;Algemesí;Algemesí;INDUSTRIA;4;4;0
11;2024;Actividades de juegos de azar y apuestas;Alfafar;Alfafar;SERVICIOS;19;3;16
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Paiporta;Paiporta;SERVICIOS;0;0;0
11;2024;Restaurantes y puestos de comidas;Manises;Manises;SERVICIOS;8;2;6
11;2024;Restaurantes y puestos de comidas;Madrid;Aldaya;SERVICIOS;91;30;61
11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Aldaya;Aldaya;SERVICIOS;6;0;6
11;2024;Reparación de muebles y artículos de menaje;Valencia;Horno De Alcedo;SERVICIOS;0;0;0
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Paiporta;Paiporta;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;6;4;2
11;2024;Otras actividades sanitarias;Catarroja;Catarroja;SERVICIOS;7;3;4
11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;SERVICIOS;49;22;27
11;2024;Fabricación de herramientas;Alfafar;Alfafar;INDUSTRIA;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Benetússer;SERVICIOS;3;0;3
11;2024;Otros servicios de reservas y actividades relacionadas con los mismos;Alboraya;Alboraya;SERVICIOS;3;0;3
11;2024;Otras actividades sanitarias;Algemesí;Algemesí;SERVICIOS;1;1;0
11;2024;Actividades auxiliares a las artes escénicas;Manises;Aldaya;SERVICIOS;0;0;0
11;2024;Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;1;0;1
11;2024;Actividades auxiliares a las artes escénicas;Manises;Aldaya;SERVICIOS;2;2;0
11;2024;Restaurantes y puestos de comidas;Valencia;Palmar (El);SERVICIOS;44;21;23
11;2024;Fabricación de otros productos de plástico;Valencia;Horno De Alcedo;INDUSTRIA;43;37;6
11;2024;Comercio al por menor de frutas y hortalizas en establecimientos especializados;Alzira;Cullera;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Beniparrell;Beniparrell;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Picassent;Picanya;SERVICIOS;5;0;5
11;2024;Fabricación de instrumentos y suministros médicos y odontológicos;Torrent;Torrent;INDUSTRIA;1;1;0
11;2024;Provisión de comidas preparadas para eventos;Catarroja;Catarroja;SERVICIOS;3;0;3
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Alcàsser;Catarroja;SERVICIOS;4;0;4
11;2024;Elaboración de platos y comidas preparados;Chiva;Chiva;INDUSTRIA;14;9;5
11;2024;Reparación de maquinaria;Beniparrell;Beniparrell;INDUSTRIA;7;5;2
11;2024;Fabricación de otros productos textiles n.c.o.p.;Benetússer;Benetússer;INDUSTRIA;4;0;4
11;2024;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Massanassa;Massanassa;SERVICIOS;23;17;6
11;2024;Peluquería y otros tratamientos de belleza;Picanya;Picanya;SERVICIOS;2;0;2
11;2024;Transporte por taxi;Catarroja;Catarroja;SERVICIOS;1;1;0
11;2024;Otra educación n.c.o.p.;Algemesí;Algemesí;SERVICIOS;11;7;4
11;2024;Transporte por taxi;Alboraya;Alboraya;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Construcción de edificios residenciales;Algemesí;Algemesí;CONSTRUCIÓN;3;3;0
11;2024;Transporte por taxi;Macastre;Macastre;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;15;8;7
11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Benetússer;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;14;6;8
11;2024;Establecimientos de bebidas;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;7;2;5
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;9;4;5
11;2024;Otros servicios de comidas;Catarroja;Catarroja;SERVICIOS;3;3;0
11;2024;Actividades de medicina general;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Torrent;Benetússer;SERVICIOS;2;0;2
11;2024;Actividades de las agencias de viajes;Albal;Albal;SERVICIOS;1;0;1
11;2024;Construcción de edificios residenciales;Paiporta;Paiporta;CONSTRUCIÓN;10;10;0
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Benetússer;Benetússer;SERVICIOS;5;2;3
11;2024;Establecimientos de bebidas;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Otra educación n.c.o.p.;Albal;Albal;SERVICIOS;23;9;14
11;2024;Transporte de mercancías por carretera;Paiporta;Paiporta;SERVICIOS;27;16;11
11;2024;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;Rafelbunyol;Catarroja;SERVICIOS;6;4;2
11;2024;Otra educación n.c.o.p.;Albal;Albal;SERVICIOS;3;1;2
11;2024;Actividades veterinarias;Paiporta;Paiporta;SERVICIOS;4;0;4
11;2024;Actividades de agentes y corredores de seguros;Catarroja;Catarroja;SERVICIOS;1;0;1
11;2024;Establecimientos de bebidas;Paiporta;Paiporta;SERVICIOS;4;0;4
11;2024;Comercio al por mayor de frutas y hortalizas;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Actividades de diseño especializado;Sedaví;Sedaví;SERVICIOS;4;1;3
11;2024;Construcción de redes eléctricas y de telecomunicaciones;Paiporta;Paiporta;CONSTRUCIÓN;3;2;1
11;2024;Mantenimiento y reparación de vehículos de motor;Catarroja;Catarroja;SERVICIOS;4;3;1
11;2024;Transporte de mercancías por carretera;Paiporta;Paiporta;SERVICIOS;3;3;0
11;2024;Restaurantes y puestos de comidas;Sedaví;Sedaví;SERVICIOS;3;1;2
11;2024;Comercio al por mayor de productos químicos;Catarroja;Catarroja;SERVICIOS;2;1;1
11;2024;Provisión de comidas preparadas para eventos;Algemesí;Algemesí;SERVICIOS;5;3;2
11;2024;Fabricación de otros muebles;Paiporta;Paiporta;INDUSTRIA;2;1;1
11;2024;Educación preprimaria;Picanya;Picanya;SERVICIOS;5;2;3
11;2024;Gestión y administración de la propiedad inmobiliaria;Valencia;Valencia;SERVICIOS;3;3;0
11;2024;Construcción de edificios residenciales;Algemesí;Algemesí;CONSTRUCIÓN;1;1;0
11;2024;Restaurantes y puestos de comidas;Paiporta;Paiporta;SERVICIOS;3;2;1
11;2024;Fabricación de otros muebles;Catarroja;Catarroja;INDUSTRIA;2;1;1
11;2024;Actividades de los gimnasios;Picanya;Picanya;SERVICIOS;3;2;1
11;2024;Otros cultivos no perennes;Montserrat;Montserrat;AGRICULTURA;3;1;2
11;2024;Otros servicios personales n.c.o.p.;Paiporta;Paiporta;SERVICIOS;15;6;9
11;2024;Fabricación de cerveza;Massanassa;Massanassa;INDUSTRIA;2;1;1
11;2024;Peluquería y otros tratamientos de belleza;Albal;Albal;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Transporte de mercancías por carretera;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Promoción inmobiliaria;Catarroja;Aldaya;CONSTRUCIÓN;14;14;0
11;2024;Instalaciones eléctricas;Paiporta;Paiporta;CONSTRUCIÓN;2;2;0
11;2024;Peluquería y otros tratamientos de belleza;Aldaya;Aldaya;SERVICIOS;1;0;1
11;2024;Otros servicios de comidas;Sedaví;Sedaví;SERVICIOS;7;6;1
11;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Valencia;Valencia;SERVICIOS;5;3;2
11;2024;Otras actividades sanitarias;Algemesí;Algemesí;SERVICIOS;8;3;5
11;2024;Fabricación de otros muebles;Paiporta;Paiporta;INDUSTRIA;1;1;0
11;2024;Pompas fúnebres y actividades relacionadas;Alfafar;Alfafar;SERVICIOS;8;5;3
11;2024;Establecimientos de bebidas;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Aldaya;Aldaya;SERVICIOS;3;1;2
11;2024;Peluquería y otros tratamientos de belleza;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;Benetússer;Benetússer;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Alfafar;Alfafar;SERVICIOS;1;1;0
11;2024;Comercio al por mayor de repuestos y accesorios de vehículos de motor;Ribarroja del Turia;Polígono Industrial Este;SERVICIOS;11;9;2
11;2024;Comercio al por menor de repuestos y accesorios de vehículos de motor;Paiporta;Paiporta;SERVICIOS;10;7;3
11;2024;Fabricación de otros muebles;Paiporta;Paiporta;INDUSTRIA;1;1;0
11;2024;Fabricación de pan y de productos frescos de panadería y pastelería;Chiva;Chiva;INDUSTRIA;6;2;4
11;2024;Comercio al por mayor de productos del tabaco;Alaquàs;Alaquàs;SERVICIOS;2;0;2
11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Algemesí;Algemesí;SERVICIOS;6;2;4
11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Valencia;Aldaya;SERVICIOS;1;0;1
11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Alfafar;Alfafar;SERVICIOS;1;0;1
11;2024;Actividades odontológicas;Alfafar;Alfafar;SERVICIOS;3;0;3
11;2024;Establecimientos de bebidas;Alginet;Alginet;SERVICIOS;1;0;1
11;2024;Mantenimiento y reparación de vehículos de motor;Valencia;Valencia;SERVICIOS;5;4;1
11;2024;Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos;Catarroja;Catarroja;SERVICIOS;25;6;19
11;2024;Otra educación n.c.o.p.;Algemesí;Algemesí;SERVICIOS;20;12;8
11;2024;Fabricación de productos básicos de hierro, acero y ferroaleaciones;Algemesí;Algemesí;INDUSTRIA;3;3;0
11;2024;Peluquería y otros tratamientos de belleza;Albal;Albal;SERVICIOS;2;0;2
11;2024;Mantenimiento y reparación de vehículos de motor;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Fabricación de pan y de productos frescos de panadería y pastelería;Aldaya;Aldaya;INDUSTRIA;5;2;3
11;2024;Alquiler de bienes inmobiliarios por cuenta propia;Albal;Albal;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Actividades de servicios sociales sin alojamiento para personas con discapacidad;Albal;Albal;SERVICIOS;10;0;10
11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Sueca;Benetússer;SERVICIOS;1;1;0
11;2024;Actividades de fotografía;Valencia;Valencia;SERVICIOS;1;0;1
11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Algemesí;Algemesí;SERVICIOS;3;0;3
11;2024;Transporte por taxi;Massamagrell;Massamagrell;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;6;1;5
11;2024;Procesado y conservación de carne;Beniparrell;Beniparrell;INDUSTRIA;44;32;12
11;2024;Establecimientos de bebidas;Alfafar;Alfafar;SERVICIOS;4;0;4
11;2024;Fabricación de placas, hojas, tubos y perfiles de plástico;Massanassa;Massanassa;INDUSTRIA;1;0;1
11;2024;Fabricación de otros productos textiles de uso técnico e industrial;Benetússer;Benetússer;INDUSTRIA;3;3;0
11;2024;Revestimiento de suelos y paredes;Benetússer;Benetússer;CONSTRUCIÓN;24;21;3
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;13;3;10
11;2024;Otras actividades recreativas y de entretenimiento;Benetússer;Benetússer;SERVICIOS;1;1;0
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Massanassa;Massanassa;SERVICIOS;1;0;1
11;2024;Limpieza general de edificios;Albal;Albal;SERVICIOS;2;1;1
11;2024;Transporte de mercancías por carretera;Ribarroja del Turia;Riba-Roja De Túria;SERVICIOS;24;23;1
11;2024;Venta de automóviles y vehículos de motor ligeros;Alfafar;Alfafar;SERVICIOS;1;0;1
11;2024;Mantenimiento y reparación de vehículos de motor;Catarroja;Catarroja;SERVICIOS;1;1;0
11;2024;Restaurantes y puestos de comidas;Aldaya;Aldaya;SERVICIOS;2;0;2
11;2024;Actividades de jardinería;Montserrat;Alfafar;SERVICIOS;2;1;1
11;2024;Restaurantes y puestos de comidas;Sedaví;Sedaví;SERVICIOS;1;0;1
11;2024;Restaurantes y puestos de comidas;Massanassa;"Albal; Massanassa";SERVICIOS;9;5;4
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;4;3;1
11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Catarroja;"Benetússer; Catarroja";SERVICIOS;3;0;3
11;2024;Peluquería y otros tratamientos de belleza;Sedaví;Sedaví;SERVICIOS;2;0;2
11;2024;Instalaciones eléctricas;Sedaví;Sedaví;CONSTRUCIÓN;1;0;1
11;2024;Hoteles y alojamientos similares;Aldaya;Aldaya;SERVICIOS;9;1;8
11;2024;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;Massanassa;Massanassa;SERVICIOS;2;0;2
11;2024;Construcción de edificios residenciales;Alfafar;Alfafar;CONSTRUCIÓN;1;1;0
11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Benetússer;"Alfafar; Benetússer";SERVICIOS;3;1;2
11;2024;Actividades jurídicas;Massanassa;Massanassa;SERVICIOS;1;1;0
11;2024;Fabricación de otros muebles;Sedaví;Sedaví;INDUSTRIA;6;6;0
11;2024;Restaurantes y puestos de comidas;Catarroja;Catarroja;SERVICIOS;17;6;11
11;2024;Fabricación de carpintería metálica;Valencia;Valencia;INDUSTRIA;3;2;1
11;2024;Actividades odontológicas;Catarroja;Catarroja;SERVICIOS;4;0;4
11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Beniparrell;"Beniparrell; Catarroja";SERVICIOS;3;2;1
11;2024;Transporte por taxi;Valencia;Valencia;SERVICIOS;1;1;0
11;2024;Establecimientos de bebidas;Algemesí;Algemesí;SERVICIOS;3;1;2
11;2024;Otras instalaciones en obras de construcción;Catarroja;Catarroja;CONSTRUCIÓN;2;2;0
11;2024;Restaurantes y puestos de comidas;Massanassa;Massanassa;SERVICIOS;4;0;4
11;2024;Restaurantes y puestos de comidas;Aldaya;Aldaya;SERVICIOS;1;1;0
11;2024;Transporte de mercancías por carretera;Valencia;Ventas Del Poyo;SERVICIOS;3;3;0
11;2024;Agentes de la propiedad inmobiliaria;Chiva;Chiva;SERVICIOS;1;0;1
11;2024;Transporte por taxi;Paterna;Paterna;SERVICIOS;1;1;0
11;2024;Peluquería y otros tratamientos de belleza;Paiporta;Paiporta;SERVICIOS;2;0;2
11;2024;Actividades odontológicas;Massanassa;Massanassa;SERVICIOS;1;0;1
